編號,成語,釋義,用法說明-語義說明,三歲版解釋
2160,委曲周全,猶「委曲求全」。見「委曲求全」條。01.《醒世恆言．卷七．錢秀才錯占鳳凰儔》：「我已辭之再四，其奈高老不從！若執意推辭，反起其疑。我只要委曲周全你家主一樁大事，並無欺心。」,,
2161,比比皆然,即「比比皆是」。見「比比皆是」條。01.宋．朱熹《朱子語類．卷三六．論語．子罕篇》：「每國有世臣把住了，如何容外人來做！如魯有三桓，齊有田氏，晉有六卿，比比皆然，如何容聖人插手！」02.《隋唐演義》第五三回：「將無固守之志，兵無敢死之心，人情趨利，比比皆然。」,,
2162,虎威狐假,即「狐假虎威」。見「狐假虎威」條。,,
2163,虎口逃生,"猶「虎口餘生」。見「虎口餘生」條。01.元．無名氏《硃砂擔》第一折：「我如今在虎口逃生，急騰騰，再不消停。」02.明．許自昌《水滸記》第一六齣：「虎口逃生，拯救求憐切人。」<br><a name=""虎口殘生"">　</a>",,
2164,掣襟露肘,"掣，牽動。「掣襟露肘」猶「捉襟見肘」。見「捉襟見肘」條。01.《醒世姻緣傳》第三五回：「宗昭原是寒素之家，中了舉，百務齊作的時候，去了這四十兩銀，弄得手裡掣襟露肘，沒錢使，急得眼裡插柴一般。」<a name=""露肘捉襟"">　</a>",,
2165,任重致遠,猶「負重致遠」。見「負重致遠」條。01.《墨子．親士》：「良馬難乘，然可以任重致遠。」,,
2166,虎頭鼠尾,即「虎頭蛇尾」。見「虎頭蛇尾」條。01.宋．吳子良《林下偶談．卷三．詞科習氣》：「余謂近世詞科亦有一般習氣，意主於諂，辭主於誇，虎頭鼠尾，外肥中枵，此詞科習氣也。」<br>02.明．謝榛《四溟詩話》卷二：「律詩無好結句，謂之虎頭鼠尾。」<br>,,
2167,街談巷說,"即「街談巷議」。見「街談巷議」條。01.《三國志．卷一九．魏書．任城陳蕭王傳．陳思王植》裴松之注引三國魏．曹植〈與德祖書〉：「今往僕少小所著詞賦一通相與。夫街談巷說，必有可采；擊轅之歌，有應風雅；匹夫之思，未易輕棄也。」<a name=""里談巷議"">　</a>",,
2168,出言成章,"即「出口成章」。見「出口成章」條。01.《淮南子．脩務》：「舜二瞳子，是謂重明，作事成法，出言成章。」02.宋．王明清《揮塵餘話》卷一：「伏惟陛下執道御有，本於生知；出言成章，匪由學習。」<a name=""脫口成章"">　</a>",,
2169,付之一哂,"哂，微笑。「付之一哂」即「付之一笑」。見「付之一笑」條。01.宋．陸游〈霜草〉詩：「微官雖置散，束帶終自憫。漸退用婦言，千載付一哂。」02.《清史稿．卷二三九．沈文奎列傳》：「上無曰『此難能』，更無曰『乃公從馬上得之』，烏用此迂儒之常談，而付之一哂也？」<a name=""付與一笑"">　</a>",,
2170,德隆望重,"猶「德高望重」。見「德高望重」條。01.《晉書．卷六四．簡文三子傳．會稽文孝王道子列傳》：「元顯因諷禮官下議，稱己德隆望重，既錄百揆，內外群僚皆應盡敬。」（源）<a name=""德深望重"">　</a>",,
2171,德尊望重,猶「德高望重」。見「德高望重」條。01.《東周列國志》第五七回：「吾主以令尹德尊望重，故令某等獻上良馬，以備驅馳之用。」,,
2172,牛之一毛,義同「九牛一毛」。見「九牛一毛」條。01.《三國志．魏書．卷三．明帝紀三》裴松之注引《魏略》曰：「臣知言出必死，而臣自比於牛之一毛，生既無益，死亦何損？」02.《周書．卷三九．杜杲列傳》：「長湖總戎失律，臨難苟免，既不死節，安用以為。且猶牛之一毛，何能損益？」,,
2173,徒有其表,即「虛有其表」。見「虛有其表」條。01.《官場現形記》第二七回：「一個人只會吃飯，不會做別的，就叫做『飯桶』。『金漆飯桶』，大約說徒有其表，面子上好看，其實內骨子一無所有。」,,
2174,失魂喪魄,"猶「失魂落魄」。見「失魂落魄」條。01.元．張國賓《薛仁貴》第二折：「哎喲兒也自從您投軍出外，我每日家少精也那無神，失魂喪魄。」02.《紅樓夢》第九五回：「這是寶玉的命根子。因丟了，所以他是這麼失魂喪魄的。」<a name=""失魄亡魂"">　</a>",,
2175,伸眉吐氣,"猶「揚眉吐氣」。見「揚眉吐氣」條。01.宋．陳亮《陳亮集．卷二一．書．與石天民書》：「士人於被召得對，遂可以伸眉吐氣，亦丈夫遇合之會也。」<a name=""揚眉伸氣"">　</a>",,
2176,生民塗炭,"猶「生靈塗炭」。見「生靈塗炭」條。01.北周．庾信〈傷心賦〉：「在昔金陵，天下喪亂，王室板蕩，生民塗炭。」02.《封神演義》第八回：「四海分崩，八方播亂，生民塗炭，日無寧宇。」<br><a name=""塗炭生靈"">　</a>",,
2177,緘口如瓶,猶「守口如瓶」。見「守口如瓶」條。01.元．無名氏〈香遍滿．鸞凰同聘套．金錢花〉曲：「想你掩耳偷鈴，為你緘口如瓶，待君歸兮細評論。」,,
2178,自救不暇,"猶「自顧不暇」。見「自顧不暇」條。01.唐．杜甫〈為華州郭使君進滅殘寇形勢圖狀〉：「今殘孽雖窮蹙日甚，自救不暇，尚慮其逆帥望秋高馬肥之便，蓄突圍拒轍之謀。」02.明．朱國禛《湧幢小品．卷一○．己丑館選》：「子孫不肖，方且流落，自救不暇。」<a name=""自保不暇"">　</a>",,
2179,得手應心,"猶「得心應手」。見「得心應手」條。01.宋．劉克莊〈徐摠管雨山堂詩跋〉：「他人嘔心撚髭，鉤章棘句，營度甚苦，而侯（徐伯東）得手應心，易易如此。」02.明．李贄《焚書．琴賦》：「故蔡邕聞弦而知殺心，鍾子聽弦而知流水，師曠聽弦而識〈南風〉之不競，蓋自然之道，得手應心，其妙固若此也。」<a name=""心手相應"">　</a>",,
2180,得不補失,"猶「得不償失」。見「得不償失」條。01.《三國志．卷五八．吳書．陸遜傳》：「權遂征夷州，得不補失。」02.明．馮夢龍《智囊補．卷一二．膽智部．識斷》：「故一雖深入而無得，方破德清一城，而得不補失，未戰而困，若無許多經略，則渡河真孤注矣。」<a name=""得不償喪"">　</a>",,
2181,得不酬失,"酬，報償。「得不酬失」即「得不償失」。見「得不償失」條。01.《後漢書．卷八七．西羌傳》：「論曰：『……軍書未奏其利害，而離叛之狀已言矣。故得不酬失，功不半勞。』」（源）<a name=""得不償費"">　</a>",,
2182,利韁名鎖,"即「名韁利鎖」。見「名韁利鎖」條。01.元．王喆〈轉調醜奴兒．苦苦勸愚人〉詞：「利韁名鎖休貪戀，韶華迅速如流箭，不可因循。」<a name=""利鎖名牽"">　</a>",,
2183,自出心裁,"猶「別出心裁」。見「別出心裁」條。01.《紅樓夢》第八四回：「那些童生都讀過前人這篇，不能自出心裁，每多抄襲。」<a name=""獨出心裁"">　</a>",,
2184,自負不凡,"即「自命不凡」。見「自命不凡」條。01.《崇禎本金瓶梅》第三回：「我小時在三街兩巷遊串，也頗自負不凡。」02.《兒女英雄傳》第一八回：「姑娘，你且莫自負不凡，把天下英雄一筆抹倒。」<a name=""自命非凡"">　</a>",,
2185,經綸滿腹,即「滿腹經綸」。見「滿腹經綸」條。01.《續兒女英雄傳》第二回：「以才而論，大人經綸滿腹，又復謙光，觀風整俗，優為有餘。」,,
2186,利鎖名韁,"即「名韁利鎖」。見「名韁利鎖」條。01.宋．曹冠〈念奴嬌．金飆替暑〉詞：「堪笑利鎖名韁，向蝸牛角上，所爭何事。」02.元．賈仲名《昇仙夢》第一折：「斷絕了利鎖名韁，逼綽了酒色財氣。」<a name=""利韁名鎖"">　</a>",,
2187,物極則衰,"猶「物極必反」。見「物極必反」條。01.《史記．卷八七．李斯列傳》：「當今人臣之位無居臣上者，可謂富貴極矣。物極則衰，吾未知所稅駕也！」<a name=""物極必返"">　</a>",,
2188,殷天動地,"猶「驚天動地」。見「驚天動地」條。01.《漢書．卷五七上．司馬相如傳》引漢．司馬相如〈天子游獵賦〉：「江河為阹，泰山為櫓，車騎雷起，殷天動地。」<br><a name=""震天動地"">　</a>",,
2189,飲流懷源,"即「飲水思源」。見「飲水思源」條。01.北周．庾信〈徵調曲〉：「落其實者思其樹，飲其流者懷其源。」（源）<a name=""飲水知源"">　</a>",,
2190,臨噎掘井,"猶「臨渴掘井」。見「臨渴掘井」條。01.《晏子春秋．內篇．雜上》：「溺者不問隊，迷者不問路，溺而後問隊，迷而後問路，譬之猶臨難而遽鑄兵，臨噎而遽掘井，雖速亦無及已。」<a name=""臨渴穿井"">　</a>",,
2191,身敗名隳,隳，毀壞。「身敗名隳」猶「身敗名裂」。見「身敗名裂」條。01.《兒女英雄傳》第三二回：「否則浪得虛名，畢竟才無足取，甚而至於弄得身敗名隳的都有。」,,
2192,假虎張威,即「狐假虎威」。見「狐假虎威」條。,,
2193,危於累卵,"猶「危如累卵」。見「危如累卵」條。01.《戰國策．秦策四》：「當是時，衛危於累卵，天下之士相從謀曰：『吾將還其委質，而朝於邯鄲之君乎！』於是天下有稱伐邯鄲者，莫不令朝行。」02.《後漢書．卷二九．申屠剛飽永郅惲列傳．申屠剛》：「自漢興以來，誠未有也。國家微弱，姦謀不禁，六極之效，危於累卵。」<a name=""危於重卵"">　</a>",,
2194,身無完膚,即「體無完膚」。見「體無完膚」條。01.《東周列國志》第九七回：「魏齊親自下視，見范雎斷脅折齒，身無完膚。」,,
2195,移天徙日,"即「移天易日」。見「移天易日」條。01.《魏書．卷一八．太武五王列傳．廣陽王建》：「往者元叉執權，移天徙日，而徽託附，無翼而飛。」02.《北史．卷一七．景穆十二王列傳上．廣平王洛侯》：「雖未指鹿為馬，移天徙日，實使蘊藉之士，聳氣坐端，懷道之夫，結舌筵次。」<a name=""移天換日"">　</a>",,
2196,飲氣吞聲,"即「忍氣吞聲」。見「忍氣吞聲」條。01.《藝文類聚．卷五八．雜文部四．檄》引南朝梁．任孝恭〈為汝南王檄魏文〉：「關東英俊，河北雄才，痛桑梓淪蕪，室家顛殞，飲氣吞聲，志申讎怨。」（源）02.元．張養浩〈寨兒令．乾送行〉曲：「乾送行，謾長亭，被恩書挽回雲水情。才到燕京，便要回程，你好自在也老先生。帶行人所望無成，管伴使飲氣吞聲。」<a name=""銜聲茹氣"">　</a>",,
2197,怨聲滿道,"即「怨聲載道」。見「怨聲載道」條。01.《後漢書．卷六三．李杜列傳．李固》「開門受賂，署用非次，天下紛然，怨聲滿道。」（源）<a name=""怨聲盈路"">　</a>",,
2198,魄散魂飛,"(一)即「魂飛魄散」。見「魂飛魄散」(一)。
(二)即「魂飛魄散」。見「魂飛魄散」(三)。",,
2199,以夜繼日,"猶「夜以繼日」。見「夜以繼日」條。01.《呂氏春秋．先識覽》：「中山之俗，以晝為夜，以夜繼日，男女切倚，固無休息。」02.元．辛文房《唐才子傳．卷八．汪遵》：「家貧借書，以夜繼日，古人閱市偷光，殆不過此。」<a name=""夜以繼晝"">　</a>",,
2200,窮兵極武,"即「窮兵黷武」。見「窮兵黷武」條。01.《藝文類聚．卷一二．帝王部二．漢武帝》引荀悅《漢紀》：「奢侈無限，窮兵極武，百姓空竭，萬民罷弊。當此之時，天下騷然，海內無聊，而孝文之業衰矣！」02.唐．吳兢《貞觀政要．卷九．征伐》：「自古以來，窮兵極武，未有不亡者也。」<a name=""黷武窮兵"">　</a>",,
2201,魚游沸鼎,"猶「魚遊釜中」。見「魚遊釜中」條。01.《梁書．卷二○．陳伯之列傳》：「而將軍魚游於沸鼎之中，鷰巢於飛幕之上，不亦惑乎！」<a name=""魚遊釜內"">　</a>",,
2202,遮人耳目,即「掩人耳目」。見「掩人耳目」條。01.《糊塗世界》卷七：「他來問過幾次，我聽說是這個差使只算遮人耳目的事，不然你也沒有當過一項差使，怎麼立刻就出去署事？」02.《鏡花緣》第七三回：「那知他這文就如好好一人，渾身錦繡綾羅，頭上卻戴的是草帽，腳上卻穿的是草鞋，所以反覺其醜。如把草帽草鞋放在粗衣淡服之人身上，又何嘗有甚麼醜處！可見裝點造作總難遮人耳目。」,,
2203,以日繼夜,猶「夜以繼日」。見「夜以繼日」條。01.《陳書．卷三三．儒林列傳．鄭灼》：「灼家貧，抄義疏，以日繼夜，筆毫盡，每削用之。」02.《鏡花緣》第九二回：「妹子就用『黃昏』二字交卷，以記是日歡聚幾至以日繼夜之意。」,,
2204,空腹便便,比喻腹中空虛無真才實學者。見「大腹便便」條。01.宋．廖行之〈青玉案．家山此去無多路〉詞：「崢嶸歲月還秋暮，空腹便便無好句。」<br>,,
2205,以膠投漆,"猶「如膠似漆」。見「如膠似漆」條。01.《文選．古詩十九首．客從遠方來》：「以膠投漆中，誰能別離此。」02.唐．孔穎達〈春秋正義序〉：「所謂子應乎母，以膠投漆，雖欲勿合，其可离乎！」<a name=""以漆投膠"">　</a>",,
2206,秋毫不犯,即「秋毫無犯」。見「秋毫無犯」條。,,
2207,塞耳偷鈴,即「掩耳盜鈴」。見「掩耳盜鈴」條。,,
2208,寡見鮮聞,"猶「孤陋寡聞」。見「孤陋寡聞」條。01.漢．王褒〈四子講德論〉：「俚人不識，寡見尠（鮮）聞；曩從末路，望聽玉音，竊動心焉。敢問所歌何詩，請聞其說。」<a name=""寡聞少見"">　</a>",,
