idiom,original_definition
花枝招展,「花枝招展」之「招展」，典源作「招颭」。「招颭」同「招展」。比喻女子打扮美麗、婀娜多姿的樣子。語本《醒世恆言．卷八．喬太守亂點鴛鴦譜》。後亦用「花枝招展」形容花木的枝葉隨風搖擺，景致美好。
故態復萌,恢復原本的樣子。語本唐．劉禹錫〈砥石賦〉。後用「故態復萌」形容老毛病又犯了。
胡思亂想,"謂不切實際地妄想。※◎語出《朱子語類．卷一二．學六．持守》。
△「想入非非」"
返老還童,由衰老恢復年輕。＃語本南朝梁．何遜〈神仙〉。後亦用「返老還童」形容年紀雖大，卻像年輕人一樣精力充沛。
馬革裹屍,「馬革裹屍」典源作「馬革裹尸」。「尸」，同「屍」。「馬革裹屍」指戰死沙場，無有棺槨，用馬皮把屍體包裹起來以歸葬。比喻英勇作戰，效命沙場。＃語出《東觀漢記．卷一二．馬援列傳》。
旁敲側擊,說話或寫文章不從正面直接說，而是用從旁比喻或暗示來表達。※語或出《聊齋志異．卷一二．新鄭訟》清．但明倫．評。
粉墨登場,化妝登臺演戲。語本明．張岱〈祭義伶文〉。今亦用「粉墨登場」指在某一場合擔任某一腳色。
泰山壓卵,"用巨大的泰山來壓渺小脆弱的雞蛋。比喻強弱懸殊，穩操勝算。＃語本《後漢書．卷四二．廣陵思王荊列傳》。
△「以碫投卵」"
親痛仇快,一個人因行為失當，而使親人痛心，仇人稱快。語本《後漢書．卷三三．朱浮列傳》。
將計就計,"利用對方的計策，順水推舟，反施其計。※＃語或出元．楊梓《豫讓吞炭》第二折。
△「將機就機」"
恃才傲物,"依仗本身有才幹而驕傲自大，目空一切。語出《梁書．卷三五．蕭子恪列傳》。
△「恃才倨傲」"
逃之夭夭,"「逃之夭夭」之「逃」，典源作「桃」。比喻逃跑得無影無蹤。語本《詩經．周南．桃夭》。
△「金蟬脫殼」、「溜之大吉」"
蒸蒸日上,"一天一天興盛發展，形容事物不斷地進步發展。※語或出清．陳康祺《郎潛紀聞初筆．卷一三．世宗停止浙江鄉會試》。_x000D_
△「隆隆日上」"
輕舉妄動,輕，輕率。妄，胡亂。「輕舉妄動」形容未經慎重考慮，即輕率地採取行動。◎語本《韓非子．解老》。
精益求精,言事情已處理得相當美好，但仍應設法使它更加美好，達到盡善盡美的極致。指好還要更好的意思。語本宋．朱熹《四書章句集注．論語集注．學而》。
摧枯拉朽,將已枯朽之事物加以摧毀，比喻摧毀虛弱勢力極為容易。語本《漢書．卷一三．異姓諸侯王表》。後用「摧枯拉朽」比喻極容易做到，毫不費力。
慷慨解囊,「慷慨」，大方而不吝嗇。※語或出《水滸傳》第五回。「解囊」，拿出錢財幫助他人。※語或出《聊齋志異．卷四．鬼作筵》。「慷慨解囊」指輕財仗義，毫不吝嗇地捐助錢財給人。
按兵不動,暫時停止軍事行動，有觀望形勢的意思。＃語本《荀子．王制》。後用「按兵不動」形容暫時不採取行動。
盲人瞎馬,"盲人騎著瞎馬步入險境。語本南朝宋．劉義慶《世說新語．排調》。後用「盲人瞎馬」比喻茫然不知處境極為危險。
△「咄咄逼人」"
蚍蜉撼樹,"蚍蜉，一種大蟻。「蚍蜉撼樹」指大螞蟻妄圖以自我之力去搖動大樹。比喻不自量力。※＃語或本唐．韓愈〈調張籍〉詩。
△「螳臂當車」"
斬釘截鐵,形容說話辦事堅決果斷，毫不猶豫。＃語出《祖堂集．卷八．雲居和尚》。
弱肉強食,"弱者之肉，成為強者的食物，本指動物中弱者被強者吞食，用來比喻強者欺凌、吞併弱者。語本唐．韓愈〈送浮屠文暢師序〉。
△「深居簡出」"
眾口鑠金,"眾口所毀，雖金石猶可銷。比喻眾口同聲，往往積非成是。語出《國語．周語下》。
△「眾志成城」"
東食西宿,在東家吃飯，到西家過夜。比喻企圖兼有兩利，貪得無厭。語本漢．應劭《風俗通義》逸文。
歌功頌德,歌頌功績和恩德。語本《史記．卷四．周本紀》。
望風披靡,草木迎風傾伏倒。語本漢．司馬相如〈上林賦〉。後用「望風披靡」形容為強大的氣勢所壓倒。
好逸惡勞,貪圖安逸而不願勞動。語本《呂氏春秋．仲夏紀．適音》。
應對如流,形容才思敏捷，對答流利。語本《後漢書》逸文。
蓋棺論定,人一生的是非功過，要到死後才能論定。語本唐．杜甫〈君不見簡蘇徯〉詩。後亦用「蓋棺論定」比喻事情最後已有結論。
樂極生悲,歡樂到了極點，往往會轉生悲哀。＃語本《淮南子．道應》。
雪泥鴻爪,鴻雁踏過雪泥遺留的爪痕。比喻往事所遺留的痕跡。語本宋．蘇軾〈和子由澠池懷舊〉詩。
揚湯止沸,"湯，熱水、開水。將鍋中的沸水舀起，再倒回去，以止住沸騰。比喻暫時紓解困境，無法根本解決問題。＃語本《呂氏春秋．季春紀．盡數》。
△「釜底抽薪」"
無孔不入,任何空隙沒有不鑽進去的。原本是無所不通達的意思。※語或出清．李鑑堂《俗語考原．無孔不入》。後用「無孔不入」譏諷人善於鑽營。
鵬程萬里,"大鵬飛行的路程數萬里。語本《莊子．逍遙遊》。後用「鵬程萬里」比喻前程遠大，不可限量。
△「扶搖直上」"
貪小失大,"因貪圖小利而造成重大損失。＃語本《呂氏春秋．慎大覽．權勳》。
△「得不償失」"
單刀直入,一刀直接向目標刺去，比喻勇猛直進。※語或出《景德傳燈錄．卷一二．廬州澄心院旻德和尚》。後用「單刀直入」比喻直截了當，不繞圈子。
逢場作戲,藝人遇到合適的場所，就開場表演。＃語出《景德傳燈錄．卷六．江西道一禪師》。後用「逢場作戲」比喻隨事應景，藉機遊戲玩耍一番，並非正經。
頭頭是道,"原為佛教語，指道無所不在。＃語出《禪宗頌古聯珠通集．卷一八．趙州觀音院從諗禪師》。後用「頭頭是道」形容言語清楚明白，有條理。
△「井井有條」、「有條不紊」"
聚沙成塔,"本指兒童堆積泥沙成佛塔的遊戲，雖是遊戲也能成就功德。語本《妙法蓮華經．方便品》。後用「聚沙成塔」比喻積少成多。
△「積少成多」"
橫行霸道,"「橫行」，不循正道而行。語出《周禮．秋官．野廬氏》。「霸道」，與王道相反。指不顧仁義，以極權統治。※語或出《史記．卷六八．商君列傳》。「橫行霸道」形容凶橫不講理。
△「作威作福」"
集腋成裘,積眾多狐狸腋下難得之小塊白皮毛，以成珍貴的白狐裘。＃語本《墨子．親士》。後用「集腋成裘」比喻積少成多。
羊質虎皮,"外表披了老虎皮，本身還是羊。比喻虛有其表。語出漢．揚雄《法言．吾子》。
△「羊皮虎質」"
責無旁貸,"自己應盡的責任，沒有理由推卸。※語或出清．林則徐《林文忠公奏稿．奏稿七．稽查防範回空漕糧船摺》。
△「義不容辭」、「當仁不讓」、「義無反顧」"
幸災樂禍,"「幸災」，以災難為幸。語出《左傳．僖公十四年》。「樂禍」，以禍害為樂。語出《左傳．莊公二十年》。「幸災樂禍」指對於他人的不幸遭遇引以為樂。
△「皮之不存，毛將安傅」"
異曲同工,"曲調雖異，但演奏的技巧造詣卻相同。比喻不同人的辭章或言論同樣精彩。後用「異曲同工」比喻不同的作法收到同樣的功效。語本唐．韓愈〈進學解〉。_x000D_
△「殊途同歸」"
無理取鬧,原指蛙無理由地鳴叫喧鬧。語本唐．韓愈〈答柳柳州食蝦蟆〉詩。後用「無理取鬧」比喻不合情理的吵鬧或故意搗亂。
隨聲附和,自己沒有主見，只迎合他人的意見。＃語本漢．劉歆〈移讓太常博士〉。
旗開得勝,"戰旗一張開就得勝，形容一開戰就取得勝利。※語或出元．關漢卿《五侯宴．楔子》。後用「旗開得勝」比喻事情才一開始就獲得成功。
△「馬到成功」"
咄咄怪事,"咄咄，感嘆聲、驚怪聲。「咄咄怪事」指令人感到驚訝，不可思議的事情。＃語出南朝宋．劉義慶《世說新語．黜免》。
△「書空咄咄」"
披荊斬棘,"披，割斷；荊棘，泛指野生多芒刺的灌木。「披荊斬棘」指割斷、斬除荊棘。比喻克服困難、掃除障礙。語本《後漢書．卷一七．馮岑賈列傳．馮異》。
△「乘風破浪」"
葉落歸根,"樹葉凋謝後，落回根處。比喻事物最後終須返回本源。＃語出《六祖大師法寶壇經．付囑品第十》。後亦用以比喻久居異地之人返回家鄉。
△「木落歸本」"
牽強附會,"比喻生拉硬扯，勉強湊合。語本宋．鄭樵〈通志總序〉。
△「穿鑿附會」"
家徒四壁,"家中只剩下四周的牆壁。形容家境極為貧困。語本《史記．卷一一七．司馬相如列傳》。
△「一貧如洗」、「文君新寡」"
義憤填膺,「義憤」，出於正義的憤怒。語出《後漢書．卷八三．逸民列傳．序》。「填膺」，填滿胸中。語出唐．高適〈餞宋八充彭中丞判官之嶺南〉詩。「義憤填膺」指胸中充滿因正義而激起的憤怒。
揚眉吐氣,揚起眉毛，吐出胸中的悶氣。形容擺脫長期壓抑後的暢快神情。語出唐．李白〈與韓荊州書〉。
畫餅充飢,"畫餅解飢。比喻徒具虛名而無益於實際。語本《三國志．卷二二．魏書．桓二陳徐衛盧傳．盧毓》。後亦用「畫餅充飢」比喻徒事空想無益於事。
△「望梅止渴」"
多多益善,益，更加。善，好。「多多益善」指愈多愈好。語出《史記．卷九二．淮陰侯列傳》。
阮囊羞澀,晉阮孚因囊袋無錢而感羞澀。＃語本宋．呂祖謙《詩律武庫後集．卷三．儉約門．一錢看囊》。後用「阮囊羞澀」形容錢財窘乏，經濟困難。
姑妄言之,"姑且隨便說說，表示說的不一定是正確的話。語本《莊子．齊物論》。_x000D_
△「姑妄聽之」"
千頭萬緒,形容事情雜亂，頭緒紛繁，難以處理。語本三國魏．曹植〈自試令〉。
千軍萬馬,形容兵馬眾多，聲勢浩大。語本《梁書．卷三二．陳慶之列傳》。
左顧右盼,"形容志得意滿的樣子。語本三國魏．曹植〈與吳季重書〉。後亦用「左顧右盼」指左看右看，四處觀察；或顧慮太多，猶豫不決的樣子。
△「畏首畏尾」"
各有千秋,各有長處和特色，或各有其長期存在的價值。※語或出清．趙翼〈吳穀人祭酒枉過草堂邀稚存味辛同集〉詩四首之四。
化險為夷,轉化危險為平安。語本唐．韓雲卿〈平蠻頌〉。
不著邊際,四邊都靠不了岸。※語或出《水滸傳》第一九回。後用「不著邊際」比喻言論空泛或想法不切實際。
不可思議,佛教用語，指不可思慮言說的境界。用以形容諸佛菩薩覺悟之境地與智慧、神通力之奧妙。＃語出《維摩詰所說經．卷中．不思議品第六》。後用「不可思議」比喻出乎常情，令人無法想像，難以理解。
風雨飄搖,「風雨飄搖」之「飄」，典源作「漂」。「漂」，同「飄」。受風雨的吹打而搖晃。語本《詩經．豳風．鴟鴞》。後用「風雨飄搖」比喻時局動盪不安，極不穩定。
眾叛親離,"眾人反叛，親信背離。形容不得人心，處境孤立。語出《左傳．隱公四年》。
△「玩火自焚」、「治絲而棼」"
三從四德,「三從」，指在家從父、出嫁從夫、夫死從子，語出《儀禮．喪服》。「四德」，指婦德、婦言、婦容、婦功，語本《周禮．天官．九嬪》。後用「三從四德」指舊時婦女必須具備的德性。
以逸待勞,"「以逸待勞」之「逸」，典源作「佚」。「佚」同「逸」。說明用兵者，養精蓄銳，以安逸等待疲憊的敵人，則可勝。語本《孫子．軍爭》。
△「堂堂正正」"
人心不古,"感嘆現在的人，失去古人的忠厚淳樸。※語或出明．劉時中〈端正好．上高監司．既官府甚清明套．十二月〉曲。
△「世道不古」"
十室九空,十戶住家，有九家空無人居。形容天災人禍造成人民窮困散亡的淒涼景象。語出《抱朴子．外篇．用刑》。
九霄雲外,九霄，指極高的天空。「九霄雲外」比喻天上極其高遠之處。語本唐．劉禹錫〈同樂天登棲靈寺塔〉詩。
立竿見影,豎立竹竿於陽光下，可立刻見其影。比喻迅速收到成效。語出漢．魏伯陽《參同契．如審遭逢章》。
