編號,成語,釋義,用法說明-語義說明,三歲版解釋
901,三言兩語,三兩句話就說完了。形容言語簡短。※語或出宋．吳潛〈望江南．家山好〉詞。,形容言語簡短。,用很短的話把一件事說清楚，不多說沒用的話。
902,兵荒馬亂,"形容戰爭所造成的混亂景象。※語或出元．無名氏《梧桐葉》第四折。
△「兵連禍結」、「兵亂年荒」",形容戰爭所造成的混亂景象。,戰爭讓大家生活亂掉，房屋被燒、缺食缺醫藥，很多人受苦
903,一瀉千里,"形容水奔流直下，通暢快速。語本唐．李白〈贈從弟宣州長史昭〉詩。後亦用「一瀉千里」比喻文筆流暢，氣勢奔放，或比喻快速下降且持續不停。
△「一落千丈」",形容水奔流直下，通暢快速。＆比喻文筆流暢，氣勢奔放。＆比喻快速下降且持續不停。,水像斷堤一樣往下沖，很快停不住；也可指文章寫得順又有力，或事情一直下降。
904,一勞永逸,「一勞永逸」之「一」，典源作「壹」。「壹」同「一」。經過一次的勞苦，就能獲得永久的安逸。語本漢．揚雄〈諫勿許單于朝疏〉。,經過一次的勞苦，就能獲得永久的安逸。,一次努力把事做好，以後就不用再操心，能長久輕鬆。
905,暮鼓晨鐘,"「暮鼓晨鐘」是佛寺中早晚報時的鐘鼓。※語或本唐．李咸用〈山中〉詩。後亦用「暮鼓晨鐘」指一日的時光，或比喻使人警醒的力量。
△「夕鼓晨鐘」",佛寺中早晚報時的鐘鼓。＆比喻使人警醒的力量。,寺廟早晚敲的鐘鼓，像提醒大家要注意時間和生活。
906,一呼百諾,在上位者一呼喚，在下位者則連聲應諾。形容恭敬順從。語本《韓詩外傳》。後用「一呼百諾」形容權勢顯赫，隨從盛多。,形容權勢顯赫，隨從眾多。,一個人很有權力，說一聲就有很多人馬上答應和跟隨。
907,夜長夢多,在漫漫的長夜裡，反覆做著夢。※語或本宋．王令〈客次寄王正叔〉詩。後用「夜長夢多」比喻時間拖久了，易發生不利的變化。,比喻時間拖久了，易發生不利的變化。,事情拖得越久，越容易出問題或變得複雜，要趕快處理。
908,赤子之心,嬰兒的心。比喻純潔、善良的心地。語出《孟子．離婁下》。,比喻純潔、善良的心地。,心像剛出生的嬰兒一樣單純、善良，不會算計別人。
909,秀外慧中,「秀外慧中」之「慧」，典源作「惠」。「惠」通「慧」。「秀外慧中」形容一個人容貌秀美，內心聰慧。今多用以形容女性。語本唐．韓愈〈送李愿歸盤谷序〉。,形容一個人容貌秀美，內心聰慧。,長得好看，心裡聰明，會幫別人想辦法解決問題。
910,遺臭萬年,「遺臭萬年」之「年」，典源作「載」。「遺臭萬年」是指惡名永傳後世，為人所唾棄。語本南朝宋．劉義慶《世說新語．尤悔》。,惡名永傳後世，為人所唾棄。,做了很壞的事，名聲會被大家一直記住而且被看不起。
911,夙夜匪懈,「夙夜匪懈」之「懈」，典源作「解」。形容日夜勤奮，從不懈怠。語本《詩經．大雅．烝民》。,形容日夜勤奮不懈怠。,一直日夜努力工作或學習，從不偷懶，做事很用心。
912,一板一眼,「一板一眼」之「一」，典源作「三」。「板」、「眼」則都指中國劇曲中的節拍，每一小節中以檀板敲擊的強拍為「板」，以簽敲鼓按拍的次強拍和弱拍為「眼」。「一板三眼」指一小節中有四拍的音樂節奏，「一板一眼」則指一小節有二拍。※語或本《糊塗世界》卷六。後用「一板一眼」比喻人言行謹守法規，有條有理。,比喻人言行謹守法規，有條有理。,形容人做事守規矩，按步驟，說話行動都有順序。
913,含飴弄孫,飴，用米或麥製成的糖漿或軟糖等食品。嘴裡含著糖逗弄小孫子。形容老年人恬適悠閒的生活樂趣。＃語出《東觀漢記．卷六．外戚列傳．明德馬皇后》。,形容老年人恬適悠閒的生活樂趣。,老人含著糖逗孫子，過著安靜悠閒、開心的晚年生活。
914,作壁上觀,「作壁上觀」之「作」，典源作「從」。站在壁壘上旁觀雙方交戰。語本《史記．卷七．項羽本紀》。後用「作壁上觀」比喻坐觀成敗，不幫助任何一方。,比喻坐觀成敗，不幫助任何一方。,站在一旁看別人爭吵或打架，什麼都不去幫忙也不管。
915,正本清源,"從根本、源頭上清理整頓。比喻澈底改革以解決問題。語本《漢書．卷二三．刑法志》。
△「拔本塞源」",比喻澈底改革以解決問題。,從問題的根源下手，把原因弄清楚並改好，不再重複出錯。
916,壯志凌雲,"雄壯豪邁的志向直衝天際。形容志氣高遠。語本三國魏．曹植〈學宮頌〉。
△「凌雲之氣」、「氣厲青雲」",形容志氣高遠。,有很大的夢想和目標，想做重要又困難的事，勇敢努力向前。
917,眼高手低,"「眼高」，眼光高。語出《宣和書譜．卷一九．草書七．南朝宋．鍾離權》。「手低」，手藝低。語本明．王衡《鬱輪袍》第三折。「眼高手低」比喻要求標準高，而實行能力低。
△「手高眼低」",比喻要求標準高，而實行能力低。貶義。,眼光很高，做事能力不夠，常說能做到卻做不好。
918,圖窮匕見,見，音ㄒㄧㄢˋ，顯露。「圖窮匕見」指戰國時荊軻欲刺秦始皇，藏匕首於地圖中，地圖打開至盡頭時，露出匕首。＃典出《戰國策．燕策三》。後用「圖窮匕見」比喻事情發展到最後，形跡敗露，現出真相。,比喻事情發展到最後，形跡敗露，現出真相。,到最後時，藏著的壞心思或真相被發現。
919,名正言順,"形容名分正當，言詞合理。語本《論語．子路》。後用「名正言順」指所做的事正當而合理，不容置疑。
△「手足無措」",指所做的事正當而合理，不容置疑。,有正當原因，又能說清楚，大家就不會懷疑或反對。
920,光怪陸離,「光怪」，離奇怪異的樣子。語出《吳書》。「陸離」，參差錯雜的樣子。＃語出戰國楚．屈原〈離騷〉。「光怪陸離」形容現象離奇怪異，色彩參差錯雜。,形容現象離奇怪異，色彩參差錯雜。,用來說東西看起來很奇怪，顏色又多又亂，讓人看了覺得驚訝。
921,兢兢業業,兢兢，小心謹慎的樣子。業業，危懼的樣子。「兢兢業業」形容戒慎恐懼，認真負責的樣子。＃語出《書經．皋陶謨》。,形容戒慎恐懼，認真負責的樣子。,做事又小心又認真，負責任，一點都不馬虎。
922,金科玉律,「金科玉律」之「律」，典源作「條」。科、條，指法令條文；金、玉，比喻貴重。形容完善嚴密的法律條文。語本漢．揚雄〈劇秦美新〉。後用「金科玉律」比喻不可變更的信條。,形容完善嚴密的法律條文或比喻不可變更的信條。,用來形容很嚴格、很重要、不能改變的規則或法律。
923,各自為政,各依自己的主張行事，不顧全整體。＃語本《左傳．宣公二年》。,各依自己的主張行事，不顧全整體。,大家都只照自己的想法做，不管別人或整體，會亂或做不好。
924,瓦釜雷鳴,"瓦釜，陶製的鍋具，喻平庸之物。「瓦釜雷鳴」指陶製的鍋具，本來不會發生巨大聲音，但如此平庸之物竟發出如雷的巨響，比喻平庸無才德的人卻居於顯赫的高位。語出戰國楚．屈原〈卜居〉。後亦用「瓦釜雷鳴」比喻拙劣的文章卻風行於世。
△「黃鐘毀棄」、「黃鐘毀棄，瓦釜雷鳴」",比喻平庸無才德的人卻居於顯赫的高位。＆比喻拙劣的文章卻風行於世。,平凡沒本事的人卻被重用，或拙劣作品意外變得有名。
925,通權達變,"權，秤錘。隨輕重而變，引申有權變的意思。「通權達變」指不墨守常規，根據實際情況作適當的處置。語本《三國志．卷三二．蜀書．先主傳二》。
△「達變通機」",指不墨守常規，根據實際情況作適當的處置。,遇到狀況改變，能改變辦法，做出合適處理。
926,望穿秋水,"秋水，喻指眼睛。「望穿秋水」，望穿了眼睛，形容殷切盼望。※語或本元．王實甫《西廂記．第三本．第二折》。
△「望眼欲穿」",形容殷切盼望。,很想見到某人或某事，等了很久又急又盼著。
927,高抬貴手,請求寬容饒恕的客套話。※語或本宋．邵雍〈謝甯寺丞惠希夷罇〉詩。,請求寬容饒恕的客套話。,向別人請求不要那麼嚴格，給我一次寬容的機會。
928,移花接木,"將花木的枝條接到別種花木上。比喻暗中使用手段，以假換真，欺騙他人。※語或出《初刻拍案驚奇》卷三五。
△「偷天換日」",比喻暗中使用手段，以假換真，欺騙他人。,有人暗中用手法把假的換成真的，讓別人看不出來而被騙。
929,不可一世,可，讚許、稱是。「不可一世」指人驕橫自大，目空一切，以為他人無與倫比。＃語出宋．羅大經《鶴林玉露》卷五。,指人驕橫自大，目空一切，以為他人無與倫比。貶義。,說一個人很驕傲、看不起別人，覺得自己最好。
930,柳暗花明,"(一)形容綠柳成蔭，繁花似錦的美景。語出唐．王維〈早朝〉詩。
(二)比喻在曲折艱辛之後，忽然絕處逢生，另有一番情景。語出宋．陸游〈遊山西村〉詩。",形容綠柳成蔭，繁花似錦的美景。＆比喻在曲折艱辛之後，忽然絕處逢生，另有一番情景。,遇到困難後，忽然前面出現新的出路或希望。
931,引經據典,引用經書典籍等做為說話、作文的依據。語本《後漢書．卷六二．荀幹鍾陳列傳．荀淑》。,引用經書典籍等做為說話、作文的依據。,在說話或寫作時，拿經書、古書上的話當作證據來支持觀點。
932,有條不紊,"指條理分明，有次序而不雜亂。語出《書經．盤庚上》。
△「井井有條」、「洞若觀火」",指條理分明，有次序而不雜亂。褒義。,把事情分好步驟，有條理地一步步做，東西整齊不亂。
933,如願以償,償，實現。「如願以償」指心願得以實現。※語或本唐．韓愈〈新修滕王閣記〉。,心願得以實現。,想要的事情終於做到，心裡很高興又很滿足。
934,脫穎而出,"穎，物體尖銳的末端。「脫穎而出」指錐尖透過囊袋顯露出來。比喻顯露才能，超越眾人。或比喻從囊中逃脫。語本《史記．卷七六．平原君虞卿列傳．平原君》。
△「毛遂自薦」",比喻顯露才能，超越眾人。,顯出自己的才能，比別人更出色，被大家注意到。
935,割雞焉用牛刀,"殺雞何必用宰牛的刀。比喻處理小事，毋需大才。語出《論語．陽貨》。
△「牛刀小試」、「武城弦歌」",比喻處理小事，毋需大才。,做很小的事，沒必要用很強的能力或很大的工具啦。
936,低聲下氣,"放低聲音，低抑氣息。形容說話恭順小心的樣子。語出宋．朱熹《童蒙須知．語言步趨》。
△「下氣怡聲」",形容說話恭順小心的樣子。,用很小聲、很謙卑的態度對別人說話，看起來很恭敬也很小心。
937,楚材晉用,楚國的人才為晉國所用。比喻人才外流。語本《左傳．襄公二十六年》。,比喻人才外流。,指家鄉有好人才，卻被別的地方請去外地工作。
938,引狼入室,"把壞人或敵人引到家中。比喻自招其禍。※＃語或本元．賈仲名《對玉梳》第二折。
△「開門揖盜」",比喻自招其禍。,把壞人帶進家裡，自己招來麻煩或危險，可能讓家人受傷或東西被偷。
939,解衣推食,"將衣食贈送他人，以示關懷之意。語本《史記．卷九二．淮陰侯列傳》。
△「言聽計從」",將衣食贈送他人，以示關懷之意。,把自己的衣服和食物分給別人，表示很關心、想幫忙。
